"Billing Information","Informations de facturation"
"Bonus for first ACH Use","Bonus pour la première utilisation ACH"
"Business Account","Compte business"
"Buttons Flavor (Website Payments Pro)","Types de boutons (PayPal Express)"
"Buyer Credit Payment","Paiement de crédit acheteur"
"By default it is ""reports.paypal.com"".","Par défaut il est ""reports.paypal.com""."
"CVV2 Check Result by PayPal","Résultat de vérification de CVV2 par PayPal"
"Cannot create target file for reading reports.","Impossible de créer le fichier cible pour la lecture des rapports."
"Centinel API URL","URL API de Centinel"
"Centinel Api URL","URL Api de Centinel"
"Centinel Api Custom URL","URL API de Centinel personnalisée"
"Change Payment Method","Changer de mode de paiement"
"Change Shipping Address","Modifier"
"Charge-off","Frais-off"
"Chargeback","Frais de retour"
"Chargeback by customer.","Frais de retour par le client."
"Checkout with PayPal","Commander avec PayPal"
"Completion Date","Date d'achèvement"
"Connecting to PayPal SFTP server to fetch new reports. Are you sure you want to proceed?","Connexion serveur SFTP à PayPal pour aller chercher de nouveaux rapports. Etes-vous sûr de vouloir continuer?"
"Countries Payment Applicable From","Pays applicables pour le paiement"
"Coupon Redemption","Coupon Redemption"
"Credit","Crédit"
"Credit Card Settings","Paramètres de carte de crédit"
"Currency Conversion required to cover negative balance","Conversion des devises nécessaires pour couvrir un solde négatif"
"Custom","Personnalisé"
"Custom Endpoint Hostname or IP-Address","Critère Personnalisé Hostname ou ADRESSE IP"
"Custom Path","Chemin d'accès personnalisé"
"Customer complaint.","Plainte client."
"Customer did not include a confirmed address.","Le client n'a pas inclus une adresse confirmée."
"Customer triggered a money-back guarantee.","Client a déclenché une garantie de remboursement."
"Customer failed to pay.","Le client a échoué le paiement."
"Customer used non-confirmed address.","Le client a utilisé une adresse non confirmée"
"Daily","Quotidien"
"Debit","Débit"
"Debit Card Cash Back","Retour d'argent par carte de débit"
"Debit Card Transaction","Transaction par carte de débit"
"Debit or Credit Card","Carte de crédit ou de débit"
"Debug API Calls","Débugger les appels API"
"Debug Interactions with PayPal","Débugger les interactions avec PayPal"
"Debug Mode","Mode Debug"
"Direct Payment API","API Paiement direct"
"Discount","Remise"
"Discount Tax","Réduction Taxe"
"Displays on catalog pages and homepage.","L'affichage sur les pages de catalogue et l'accueil"
"Does not work if there are more than 10 shipping options available.","Ne fonctionne pas si il ya plus de 10 options d'expédition disponibles."
"Don't have a PayPal account? Simply enter your email address.","Vous n'avez pas de compte PayPal? Il suffit d'entrer votre adresse e-mail."
"Donâ€™t have a PayPal merchant account? You can still accept credit card payments through the Payflow Pro Gateway.","Donâ€™t ont un compte du négociant de PayPal ? Vous pouvez encore accepter des paiements par carte de crédit par la passerelle pro de Payflow."
"Dynamic","Dynamique"
"EFT Funding (German banking)","Placement d'EFT (opérations bancaires allemandes)"
"Edit Shopping Cart","Modifier le panier"
"Email Associated with PayPal Merchant Account","E-mail associée à Compte Marchand PayPal"
"Enable Automatic Fetching","Activer la récupération automatique"
"Enable PayPal Guest Checkout","Activer le passage de commande pour invité avec PayPal"
"Enabled","Activé"
"Error in authorizing the payment.","Erreur dans autorisation du paiement."
"Error in capturing the payment.","Erreur dans la capture au paiement."
"Error in refunding the payment.","Erreur dans le remboursement du paiement."
"Error in retrieving the transaction.","Erreur dans la récupération de la transaction."
"Event","Evénement"
"Event Code","Code d'événement"
"Every 10 days","Tous les 10 jours"
"Every 14 days","Tous les 14 jours"
"Every 3 days","Tous les 3 jours"
"Every 30 days","Tous les 30 jours"
"Every 40 days","Tous les 40 jours"
"Every 7 days","Tous les 7 jours"
"Exact Match. Address and Postal Code. International","Correspondance exacte. Adresse et code postal. International"
"Exact Match. Address and Postal Code. UK-specific","Correspondance exacte. Adresse et code postal. Spécifique au Royaume-Uni"
"Exact Match. Address and nine-digit ZIP code","Correspondance exacte. Adresse et code postal à neuf chiffres"
"Explanation: %s.","Explication : %s"
"Express Checkout","Express Checkout"
"Express Checkout (Payflow Edition) Settings","Express Checkout (Edition Payflow) Paramètres"
"Express Checkout APIs","Express Checkout APIs"
"Express Checkout Settings","Express Checkout Paramètres"
"Express Checkout and Order have been cancelled.","Le paiement PayPal Express et la commande ont été annulés"
"Express Checkout has been cancelled.","Le paiement PayPal Express a été annulé"
"Failed to fetch reports from '%s@%s'.","Impossible de récupérer des rapports de '%s@%s'."
"Fee Amount","Montant des Frais"
"Fee Debit or Credit","Frais de débit ou de crédit"
"Fee Reversal","Frais d'inversion"
"Fee: Foreign ACH Withdrawal","Frais: Retrait ACH étrangères"
"Fee: Mass Pay Request","Frais: demande de paiement de masse"
"Fee: Web Site Payments Pro Account Monthly","Frais: Paiements du site Web de compte mensuel Pro"
"Fee: WorldLink Check Withdrawal","Frais: retrait par chèque WorldLink"
"Fetch","Rapport"
"Fetch Updates","Mises à jour chercher"
"Fetched %s report rows from '%s@%s'.","récupérés %s lignes du rapport de '%s@%s'."
"Frontend Experience Settings","Paramètres expérience frontend"
"Funding","Financement"
"General (Authorization)","Général (Autorisation)"
"General (Dividend)","Général (dividendes)"
"General (Funds Transfer from PayPal Account to Another)","Général (transfert de fonds de compte PayPal à un autre)"
"General (Purchase with a credit card)","Généraux (achat avec une carte de crédit)"
"General Adjustment without businessrelated event","Ajustement général sans événement lié au marché"
"General Currency Conversion","Conversion de devises général"
"General Funding of PayPal Account ","Financement général de compte PayPal"
"General Redemption","Général de rachat"
"General Withdrawal from PayPal Account","Retrait général de compte PayPal"
"General. Product no longer supported","Généralités. Ce produit n'est plus pris en charge"
"General: Use of PayPal account for purchasing as well as receiving payments","compte général: utilisation de PayPal pour l'achat ainsi que la réception des paiements"
"General: Withdrawal from PayPal Account","Général: Retrait de compte PayPal"
"General: Withdrawal to Non-Bank Entity","General: Retrait à l'entité non-bancaire"
"General: adjustment of a type not belonging to the other T12xx categories","Général : ajustement d'un type n'appartenant pas aux autres catégories de T12xx"
"General: bonus of a type not belonging to the other T08xx categories","Général : bonification d'un type n'appartenant pas aux autres catégories de T08xx"
"General: event not yet categorized","Général : événement pas encore classé par catégorie"
"General: non-payment fee of a type not belonging to the other T01xx categories","Général: Taxe de non-paiement d'un type qui n'appartiennent pas aux autres catégories T01xx"
"General: received payment of a type not belonging to the other T00xx categories","Général : paiement reçu d'un type n'appartenant pas aux autres catégories de T00xx"
"General: reversal of a type not belonging to the other T11xx categories","Général : inversion d'un type n'appartenant pas aux autres catégories de T11xx"
"General: temporary hold of a type not belonging to the other T15xx categories","Général: suspension temporaire d'un type qui n'appartiennent pas aux autres catégories T15xx"
"Get Credentials from PayPal","Obtenez les qualifications de PayPal"
"Gift Certificate Payment: purchase of Gift Certificate","Chèque Cadeau de paiement: l'achat de chèques cadeaux"
"Gift Certificate Redemption","Rachat de Chèque Cadeau"
"Gross Amount","Montant brut"
"Header Background Color","Couleur d'arrière plan de l'entête"
"Header Border Color","Couleur de la bordure de l'entête"
"Header Image URL","URL de l'image d'entête"
"Help","Aide"
"Hidden Virtual PayPal Debit Card Transaction","Transaction virtuelle cachée de carte de débit de PayPal"
"Hold for Dispute Investigation","Maintenez la position pendant enquêtes sur les contestations"
"IPN ""%s"".","IPN ""%s""."
"IPN verification ""%s"".","Retour IPN ""%s""."
"If empty, a default value will be used. Custom URL may be provided by CardinalCommerce agreement.","S'il est vide, la valeur par défaut sera utilisé. URL personnalisée peut être fournie par un accord CardinalCommerce."
"If not specified, Default Country from General Config will be used","S'il n'est pas spécifié, le pays par défaut dans la configuration général sera utilisé"
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","Si cette option est activée, le client peut changer l'adresse de livraison et d'expédition méthode sur le site de PayPal. Travail en mode direct via le protocole HTTPS uniquement."
"Impossible to issue a refund transaction, because capture transaction does not exist.","Remboursement impossible, car la transaction initiale n'existe pas"
"Incl. Tax","TTC"
"Incentive","Incitation"
"Initiation Date","Date de Commencement"
"Invalid amount for authorization.","Somme invalide pour autorisation."
"Invalid transaction ID.","ID Transaction invalide."
"Invoice ID","ID Facture"
"Issuer Liability","Responsabilité de l'émetteur"
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","Il est recommandé de fixer cette valeur à ""Débit or Carte de Crédit"" par vues de magasin."
"It is recommended to set this value to ""PayPal"" per store views.","Il est recommandé de fixer cette valeur à ""PayPal"" par vues de magasin."
"Items in Your Shopping Cart","Articles dans votre panier"
"Last Corellation ID","ID de la dernière corrélation"
"Last Transaction ID","ID de la dernière transaction"
"Learn More","En savoir plus"
"Login","Identifiant"
"Looking for PayPal? We have our own tab to the left under Sales.","Vous cherchez Paypal? Nous avons notre propre onglet à gauche sous les ventes."
"Mass Pay Payment","Paiement en masse de salaire"
"Maestro/Solo","Maestro/Solo"
"Matched (CVV2)","Correspondance (CVV2)"
"Matched (CVV2CSC)","Correspondance (CVV2CSC)"
"Matched Address only (no ZIP)","Correspondance des adresses seulement (Sans le Code Postal)"
"Matched Address only (no ZIP). International","Correspondance des adresses seulement (Sans le Code Postal). International."
"Matched Postal Code only (no Address)","Correspondance du Code Postal uniquement"
"Matched five-digit ZIP only (no Address)","Correspondance sur 5 chiffres du code postal uniquement"
"Matched whole nine-didgit ZIP (no Address)","Correspondance sur 9 chiffres du code postal"
"Merchant Account","Compte marchand"
"Merchant Country","Pays du marchand"
"Merchant Email.","Email Marchand"
"Merchant Liability","Responsable (Marchand)"
"Merchant Protection Eligibility","Protection à l'éligibilité du Marchand"
"Merchant account doesn\'t have a withdrawal mechanism. Merchant must manually accept or deny this payment from your Account Overview.","Le compte marchand ne peut effectuer de paiements automatiques. Le Commerçant doit accepter ou refuser manuellement ce paiement à partir de votre compte client."
"Merchant account is not verified.","Compte Marchand non vérifié."
"Merchant denied this pending payment.","Le marchand à refusé le paiement en attente."
"Merchant must upgrade account to Business or Premier status.","LE compte marchand doit être mise à jour vers un compte Business ou Premier."
"Merchant Referral Bonus","Prime de recommandation marchande"
"Merchant holds a non-U.S. account and does not have a withdrawal mechanism.","Marchand est titulaire d'un compte non-US et n'a pas un mécanisme de retrait."
"Merchant reference ID format is not supported.","référence ID format Marchand n'est pas supporté."
"Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.","Les commerçants ont besoin de l'appliquer à PayPal pour permettre aux ententes de facturation de fonctionner. Ne pas activer cette option jusqu'à ce que PayPal confirme que les accords de facturation sont activés pour votre compte marchand."
"Multi-currency issue. Merchant must manually accept or deny this payment from PayPal Account Overview.","Multi-devises. Le commerçant doit accepter ou refuser manuellement ce paiement depuis son compte PayPal."
"Mobile Payment (made via a mobile phone)","Paiement par mobile (réalisées par l'intermédiaire d'un téléphone mobile)"
"N/A. Address not checked, or acquirer had no response. Service not available","N/A. L'adresse n'a pas été vérifié, ou l'acquéreur n'a pas donné de réponse. Service non disponible"
"N/A. Global Unavailable","N/A. Global Indisponible"
"N/A. International Unavailable","N/A. International Indisponible"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. CVV2 n'est pas présent sur la carte"
"N/A. No response","N/A. Aucune réponse"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. Transaction non autorisé. MOTO (Internet/Phone)"
"N/A. Not processed","N/A. Non traitée"
"N/A. Retry","N/A. Recommencer"
"N/A. Service not Supported","N/A. Service non supporté"
"N/A. Service not available","N/A. Service indisponible"
"N/A. Service not supported","N/A. Service non supporté"
"N/A. The merchant did not provide AVS information","N/A. Le commerçant ne possède pas d'information AVS"
"N/A. The merchant has not implemented CVV2 code handling","N/A. Le commerçant n'a pas mis en œuvre de code CVV2"
"N/A. Unavailable","N/A. Indisponible."
"Negative Balance","Solde négatif"
"Never","Jamais"
"New Order Status","Nouveau statut de la commande"
"No","Non"
"No Details matched","Aucune correspondance trouvée"
"No Details matched. International","Aucune correspondance trouvée. International"
"No Liability Shift","Absence de responsabilité"
"No Logo","Auncun Logo"
"No match","Aucune correspondance"
"No shipping method required.","Aucun mode de livraison nécessaire."
"None of the address information matched","Aucune correspondance trouvée dans l'adresse"
"Note: %s","Note: %s"
"Nothing to fetch because of an empty configuration.","Rien à récupérer en raison d'une configuration vide."
"Notified customer about creditmemo #%s.","Notifier le client pour le remboursement n°%s."
"Notified customer about invoice #%s.","Notifier le client pour la facture n°%s."
"Now accepting PayPal (150 X 40)","Now accepting PayPal (150 X 40)"
"Now accepting PayPal (150 X 60)","Now accepting PayPal (150 X 60)"
"Open Authorization","Ouvrez l'autorisation"
"Order","Commande"
"Order ID","ID Commande"
"Page Background Color","Couleur d'arrière plan de la page"
"Page Style","Style de page"
"Part of the address information matched","Correspondance trouvée sur une partie de l'adresse."
"Partner","Partenaire"
"Password","Mot de passe"
"PayPal","PayPal"
"PayPal Balance Manager function of PayPal account","fonction du gestionnaire PayPal solde du compte PayPal"
"PayPal Buyer Warranty Bonus","PayPal bonus garantie acheteur"
"PayPal Checkout","Commander avec PayPal"
"PayPal Debit Card Cash Advance","PayPal avance de trésorerie de débit par carte"
"PayPal Debit Card Withdrawal from ATM","PayPal par carte de débit Retrait ATM"
"PayPal Express Checkout Token does not exist.","Le jeton PayPal Express n'existe pas"
"PayPal Express Order Review Form","Formulaire de commentaire de commande PayPal Express"
"PayPal Fee Information","Renseignements sur les frais PayPal"
"PayPal IPN postback HTTP error: %s","Retour IPN PayPal. Erreur HTTP: %s"
"PayPal IPN postback Validation error: %s","Retour IPN PayPal. Erreur de validation: %s"
"PayPal Merchant Pages Style","PayPal marchand pages de style"
"PayPal Product Logo","Logo du produit PayPal"
"PayPal Protection Bonus","bonus de protection PayPal"
"PayPal Reference ID","Référence PayPal ID"
"PayPal Reference ID Type","Référence PayPal ID Type"
"PayPal Settlement Reports","Rapports de règlement PayPal"
"PayPal gateway has rejected request. %s","PayPal passerelle a rejeté la demande. %s"
"PayPal processes all of your orders, and you get paid.","PayPal traite tous de vos commandes, et vous êtes payé."
"PayPal retains reports for 45 days.","PayPal conserve des rapports pendant 45 jours."
"PayPal Website Payments Pro - Direct Payments","PayPal Express - Paiements directs"
"PayPal Website Payments Pro - Express Checkout","PayPal Express - Commande expresse"
"PayPal Website Payments Standard","PayPal Standard"
"PayPal geteway rejected request. %s","Rejet de la requête par PayPal. %s"
"PayPal/Centinel Electronic Commerce Indicator","PayPal/Centinel Indicateur de Commerce Électronique"
"PayPal/Centinel Visa Payer Authentication Service Result","PayPal/Centinel Service Validation Visa"
"Payer Address ID","ID adresse du Payeur"
"Payer Address Status","Statut adresse du Payeur"
"Payer Email","Email du Payeur"
"Payer Email: %s","Email du Payeur : %s"
"Payer ID","ID Payeur"
"Payer Status","Statut du Payeur"
"Payer is not identified.","Payeur non identifié"
"Payflow Pro Gateway","Payflow Pro passerelle"
"Payflow Pro Settings","Payflow Pro Paramètres"
"Payment Action","Action de paiement"
"Payment Applicable From","Paiement valable depuis"
"Payment Method","Mode de paiement"
"Payment Refund initiated by merchant","Remboursement de paiement initié par le marchand"
"Payments by PayPal (150 X 40)","Paiements par PayPal (150 X 40)"
"Payments by PayPal (150 X 60)","Paiements par PayPal (150 X 60)"
"Paypal Billing Agreement Settings","Paypal paramètres accord de facturation"
"Pending PayPal","Dans l'attente de PayPal"
"Payment Page Style","Style de la page de paiement"
"Payment is being reviewed by PayPal for risk.","Le paiement est en cours d'examen par PayPal en raison du risque."
"Payment was made to an email address that is not yet registered or confirmed.","Paiement a été effectué à une adresse email qui n'est pas encore enregistrée ou confirmée."
"Pending PayPal","En attente de PayPal"
"Place an Order","Passer une commande"
"Place Order","Passez la commande"
"Please contact PayPal Customer Service.","Veuillez contacter le service client PayPal"
"Please select a shipping method...","Sélectionnez un mode de livraison..."
"Points Incentive Redemption","Rachat d'incitation de points"
"Postage Payment to either USPS or UPS","Frais de port paiement soit USPS ou UPS"
"Preapproved Payment (BillUser API), either sent or received","Paiement pré-approuvés (BillUser API), envoyé ou reçu des"
"Preapproved Payment ID","Paiement pré-approuvés ID"
"Price","Prix"
"Process credit cards directly on your website with PayPalâ€™s all-in-one online payment processing solution.","Processus de cartes de crédit directement sur votre site web avec PayPalâ€™s la solution de paiement en ligne."
"Product Name","Nom du produit"
"Proxy Host","Hôte proxy"
"Proxy Port","Port de proxy"
"Qty","Quantité"
"Requested %s and configured %s merchant emails do not match.","Requête %s et configuration %s emails marchand ne correspondent pas."
"Review Order","Vérifier la commande"
"Reauthorization","Réautorisation"
"Reference Information","Information sur la référence"
"Refund issued by merchant.","Remboursement délivré par le marchand."
"Reimbursement for a chargeback.","Remboursement des frais de rejet de débit."
"Reimbursement of Chargeback","Remboursement des rejets de débit."
"Report Date","Date du rapport"
"Reports","Rapports"
"Require CVV Entry","Entrée CVV Exiger"
"Reversal","Inversion"
"Reversal of General Account Hold","Inversion de prise de compte général"
"Reversal of Points Usage","Inversion d'utilisation de points"
"Reversal of an adjustment.","Inversion d'un ajustement."
"Reversal of hold for Dispute Investigation","Inversion de prise pour la recherche de conflit"
"Review Order","Révision de commande"
"Reward Voucher Redemption","Rachat de bon de récompense"
"SFTP Credentials","Qualifications de SFTP"
"Sale","Vente"
"Sales","Ventes"
"Sandbox Mode","Mode Sandbox"
"Schedule","Liste"
"Schedule description is too long.","La description de Liste est trop longue."
"Scheduled Fetching","Récupération de ligne"
"Select a PayPal Solution","Choisissez une solution PayPal"
"Settlement Consolidation","Consolidation de règlement"
"Settlement Report Settings","Les paramètres du rapport de règlement"
"Settlement of a chargeback.","Le règlement d'un rejet de débit."
"Severe 3D Secure Card Validation","Vérification 3D Secure stricte"
"Severe Validation Removes Chargeback Liability on Merchant","supprime la validation graves responsabilité de rétrofacturation sur marchand"
"Severe validation removes chargeback liability on merchant.","supprime la validation graves responsabilité de rétrofacturation sur marchand."
"Shipping","Livraison"
"Shipping Address","Adresse de livraison"
"Shipping Information","Informations de livraison"
"Shipping Method","Mode de livraison"
"Shop now using (150 X 40)","Magasin utilisant maintenant (150 X 40)"
"Shop now using (150 X 60)","Magasin utilisant maintenant (150 X 60)"
"Shortcut","Raccourci"
"Shortcut Buttons Flavor","Boutons de raccourci Flavor"
"Shortcut on Product View","Raccourci sur le produit Voir"
"Shortcut on Shopping Cart","Raccourci sur le panier"
"Sign a billing agreement to streamline further purchases with PayPal.","Signer un accord de facturation afin de rationaliser les achats supplémentaires auprès de PayPal."
"Solo","Solo"
"Sorry, no quotes are available for this order at this time.","Désolé, aucune estimation n'est actuellement disponible pour cette commande."
"Sort Order","Trier les commandes"
"Static","Statique"
"Submitting order information...","Les informations de commande sont en cours d'envoi..."
"Subscriber name is too long.","Le nom d'abonné est trop long."
"Subscription ID","ID Abonnement"
"Subscription Payment, either payment sent or payment received","Paiement d'abonnement, paiement envoyé ou paiement reçu"
"Subtotal","Sous total"
"Summary Text for Aggregated Cart","Texte récapitulatif sur les paniers validés"
"Switch/Maestro","Switch/Maestro"
"Test Mode","Mode Test"
"The background color for the checkout page around the header and payment form.","Couleur d'arrière plan entre l'entête et le formulaire de paiement."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","Couleur de fond pour l'entête de la page de paiement. Insensible à la casse (Six caractères de couleur hexadécimal HTML en ASCII)."
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","L'ajout d'une image en haut à gauche de la page de paiement (Taille maxi 750x90 pixels. <strong style=""color:red""> https</strong>) est fortement conseillé."
"The merchant account is not yet verified.","Le compte marchand n'est pas encore vérifié."
"The payment curency does not match any of the merchant\'s balances currency.","La devise de paiement ne correspond pas à la devise du soldes du marchand."
"The payment eCheck is not yet cleared.","Le chèque électronique de paiement n'est pas encore effacée."
"The payment is authorized but not settled.","Le paiement est autorisé, mais pas réglé."
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","Le paiement est en attente car elle a été faite à une adresse e-mail qui n'est pas encore enregistrée ou confirmée."
"The payment is pending while it is being reviewed by PayPal for risk.","Le paiement est en cours alors qu'il est actuellement examiné par PayPal pour un risque potentiel."
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","Le paiement a été effectué par carte de crédit. Afin de recevoir les fonds pour votre commerce vous devez mettre à niveau le compte en classe Entreprise ou le statut de premier classe."
"Time of Day","Time of Day"
"Title","Titre"
"Transaction ID","ID de transaction"
"Transaction Information","Information sur les transactions"
"Transfer Cart Line Items","Transférer les articles dans votre panier"
"Transfer Shipping Options","Options d'expédition de transfert"
"Triggered Fraud Filters","Activer les filtres anti-fraudes"
"Unable to calculate cart line item totals.","Impossible de calculer le montant du panier."
"Unable to cancel Express Checkout.","Impossible d'annuler le paiement PayPal Express."
"Unable to communicate with PayPal gateway.","Communication avec PayPal impossible."
"Unable to initialize Express Checkout review.","Impossible d'initialiser le commentaire PayPal Express."
"Unable to initialize Express Checkout.","Impossible d'initialiser PayPal Express"
"Unable to place the order.","Impossible de passer la commande."
"Unable to process Express Checkout approval.","Impossible de procéder à l'approbation PayPal Express."
"Unable to start Express Checkout.","Impossible de démarrer PayPal Express."
"Unable to update shipping method.","Impossible de mettre à jour le mode de livraison."
"Unknown reason. Please contact PayPal customer service.","raison inconnue. S'il vous plaît contactez le service clientèle de PayPal."
"Update Shipping Method","Changer de mode de livraison"
"Use Proxy","Utiliser un proxy"
"Use colon to specify port. For example: ""test.example.com:5224"".","Employez les deux points pour spécifier le port. Par exemple : ""test.example.com:5224""."
"User","Utilisateur"
"User-initiated Currency Conversion","L'utilisateur de conversion de devises lancé"
"Uses store frontend name by default.","Utiliser le nom du magasin par défaut."
"Uses Store Frontend Name by default","Utiliser le nom du magasin par défaut"
"Vendor","Vendeur"
"View","Voir"
"View Demo","Voir la Demo"
"View PayPal solutions.","Voir les solutions PayPal"
"View Transaction","Voir Transaction"
"View Transaction Details","Voir les détails des transactions"
"Virtual PayPal Debit Card Transaction","Virtual transaction PayPal par carte de débit"
"Virtual Terminal Payment","Terminal de paiement virtuel"
"Void","Annuler"
"Voided transaction.","transaction annulée."
"Visible on Shopping Cart Page","Visible sur la page panier"
"We prefer PayPal (150 X 40)","Nous préférons PayPal (150 X 40)"
"We prefer PayPal (150 X 60)","Nous préférons PayPal (150 X 60)"
"Waiting until Customer\'s eCheck will be cleared.","En attente de suppression. Vérification client en cours."
"Website Payments Pro.","PayPal Express."
"Website Payments Pro","Website Paiements Pro"
"Website Payments Pro (Payflow Edition) Settings","Website Payments Pro (Edition Payflow) Paramètres"
"Website Payments Pro Payflow Edition (includes Express Checkout)","Website Payments Pro Payflow Edition (y compris Express Checkout)"
"Website Payments Pro Settings","Paiements sur site marchand Pro Paramètres"
"Website Payments Standard","PayPal Standard"
"What is PayPal?","Qu'est-ce que PayPal?"
"Whether to create a billing agreement, if there are no active billing agreements available.","Créer un accord de facturation, s'il n'y a aucun accord actif de facturation disponible."
"Will appear as a payment option only for customers who have at least one active billing agreement.","Apparaît comme une option de paiement que pour les clients qui ont au moins un accord de facturation active."
"WorldLink Withdrawal","Retrait WorldLink"
"Would you like to sign a billing agreement to streamline further purchases with PayPal?","Souhaitez-vous signer un accord de facturation afin de rationaliser les achats en outre avec PayPal?"
"Wrong Order ID (%s) specified.","Mauvais ID(%s) de commande renseigné."
"Wrong PayPal Express Checkout Token specified.","Le jeton pour PayPal Express est incorrect."
"Yes","Oui"
"Yes. Matched Address and five-didgit ZIP","Oui, Correspondance de l'adresse et du code postal à 5 chiffres"
"You will be redirected to PayPal in a few seconds.","Vous allez être redirigé vers PayPal dans quelques secondes."
"You will be redirected to PayPal website when you place an order.","Vous serez redirigé vers PayPal à l'issue de votre commande."
"You will be redirected to PayPal website.","Vous allez être redirigé vers le site PayPal."
"Your billing address will be ignored and you will be redirected to PayPal website.","Votre adresse de facturation sera ignorée et vous serez redirigé vers le site de PayPal"
"eBay Auction Payment","Paiement des enchères eBay"
"chargeback reimbursed","rétro-facturation remboursés"
"chargeback settled","rejet de débit réglé"
"customer complaint","réclamation client"
"customer triggered a chargeback","Le client a rejeté le débit"
"customer triggered money-back guarantee","le client a demandé une garantie de remboursement"
